handle,tweets,is_retweet,retweet_count,favorite_count,hour,month_f,day,year,text,hashtag
HillaryClinton,trump talks mass deportation plan talking breaking families like karla,True,2131,3720,19,AUG,31,2016,trump talks mass deportation plan talking breaking families like karla,[]
HillaryClinton,america shared values make us stronger let trump tear everything stand,True,1334,3054,18,AUG,31,2016,america shared values make us stronger let trump tear everything stand,[]
HillaryClinton,go trump perfectly clear intentions millions immigrants,False,6158,9560,17,AUG,31,2016,go trump perfectly clear intentions millions immigrants,[]
HillaryClinton,veterans deserve thanks deserve country honors service words deeds,False,771,1861,17,AUG,31,2016,veterans deserve thanks deserve country honors service words deeds,[]
HillaryClinton,gop national security experts said vote trump would reckless president american history,False,1258,2710,17,AUG,31,2016,gop national security experts said vote trump would reckless president american history,[]
HillaryClinton,many veterans families getting mental health services need plan fix,False,588,1255,17,AUG,31,2016,many veterans families getting mental health services need plan fix,[]
HillaryClinton,never ever disrespect gold star families made ultimate sacrifice nation prisoners war hillary,False,739,1846,17,AUG,31,2016,never ever disrespect gold star families made ultimate sacrifice nation prisoners war hillary,[]
HillaryClinton,last thing need president brings name calling temper tantrums washington,False,946,2078,17,AUG,31,2016,last thing need president brings name calling temper tantrums washington,[]
HillaryClinton,completely reject anyone including opponent calls american military disaster hillary,False,767,1590,17,AUG,31,2016,completely reject anyone including opponent calls american military disaster hillary,[]
HillaryClinton,cozy dictators stand contain isis must defeat,False,632,1173,16,AUG,31,2016,cozy dictators stand contain isis must defeat,[]
HillaryClinton,getting countries work together takes trying make year insults dropping hours flying home,False,1496,2335,16,AUG,31,2016,getting countries work together takes trying make year insults dropping hours flying home,[]
HillaryClinton,american leadership means standing allies network allies part makes us exceptional,False,650,1561,16,AUG,31,2016,american leadership means standing allies network allies part makes us exceptional,[]
HillaryClinton,matter great challenge america must lead hillary,False,817,2493,16,AUG,31,2016,matter great challenge america must lead hillary,[]
HillaryClinton,vetoing minimum wage increase blow working families one works full time live poverty h,False,2801,7484,15,AUG,31,2016,vetoing minimum wage increase blow working families one works full time live poverty h,[]
HillaryClinton,still million away reaching august fundraising goal chip midnight get free sticker,False,596,1525,15,AUG,31,2016,still million away reaching august fundraising goal chip midnight get free sticker,[]
HillaryClinton,rt agree,False,8427,11712,14,AUG,31,2016,rt agree,[]
realDonaldTrump,former president vicente fox railing visit mexico today also invited apologized using f bomb,False,10898,30972,13,AUG,31,2016,former president vicente fox railing visit mexico today also invited apologized using f bomb,[]
HillaryClinton,big beautiful list literally every tweet donald trump sent mexico last two years,False,10552,12254,12,AUG,31,2016,big beautiful list literally every tweet donald trump sent mexico last two years,[]
HillaryClinton,first days campaign donald trump painted mexicans rapists criminals,False,7856,10771,4,AUG,31,2016,first days campaign donald trump painted mexicans rapists criminals,[]
realDonaldTrump,thank washington together make america safe great,False,9636,28252,3,AUG,31,2016,thank washington together make america safe great,[]
HillaryClinton,need know alt right connections white supremacy hate groups,False,1949,3278,2,AUG,31,2016,need know alt right connections white supremacy hate groups,[]
realDonaldTrump,accepted invitation president enrique pena nieto mexico look much forward meeting tomorrow,False,20696,56438,2,AUG,31,2016,accepted invitation president enrique pena nieto mexico look much forward meeting tomorrow,[]
realDonaldTrump,already live everett wa trump rally come join us cameras tonight,True,2273,7882,2,AUG,31,2016,already live everett wa trump rally come join us cameras tonight,[]
realDonaldTrump,reuters poll clinton trump tied,True,3609,8479,2,AUG,31,2016,reuters poll clinton trump tied,[]
HillaryClinton,time come clean donald release tax returns explain business interests,True,3020,6250,0,AUG,31,2016,time come clean donald release tax returns explain business interests,[]
realDonaldTrump,thank north carolina,False,7694,23570,23,AUG,30,2016,thank north carolina,[]
HillaryClinton,trump loves make america great hat lot guy outsourced jobs different countries,False,4016,7548,23,AUG,30,2016,trump loves make america great hat lot guy outsourced jobs different countries,[]
HillaryClinton,trump plan round deport every single undocumented immigrant build concrete wall alternative,False,4508,9570,22,AUG,30,2016,trump plan round deport every single undocumented immigrant build concrete wall alternative,[]
HillaryClinton,adults experiencing mental health illnesses untreated time close treatment gap,False,1910,5047,21,AUG,30,2016,adults experiencing mental health illnesses untreated time close treatment gap,[]
realDonaldTrump,thank america,False,8049,22226,20,AUG,30,2016,thank america,[]
HillaryClinton,eight reasons need four year degree successful career,False,1079,2879,20,AUG,30,2016,eight reasons need four year degree successful career,[]
HillaryClinton,saving lives around world,False,1931,4506,19,AUG,30,2016,saving lives around world,[]
HillaryClinton,universal broadband g wireless cs ed open internet wonkiest ever tech plan,True,622,1263,18,AUG,30,2016,universal broadband g wireless cs ed open internet wonkiest ever tech plan,[]
HillaryClinton,mike pence governorship devastating indiana women ask one,False,1981,3335,18,AUG,30,2016,mike pence governorship devastating indiana women ask one,[]
HillaryClinton,facing highest suicide rate years let make sure every family access mental health treatment,False,2243,5456,17,AUG,30,2016,facing highest suicide rate years let make sure every family access mental health treatment,[]
HillaryClinton,give trump family huge tax cut take care veterans hard choice,False,2296,4911,14,AUG,30,2016,give trump family huge tax cut take care veterans hard choice,[]
HillaryClinton,big victory workers right organize fair wages benefits,False,914,2283,13,AUG,30,2016,big victory workers right organize fair wages benefits,[]
realDonaldTrump,looking forward seeing everett packed house,False,3327,12346,10,AUG,30,2016,looking forward seeing everett packed house,[]
realDonaldTrump,day one said going build great wall southern border much stop illegal immigration watch wednesday,False,11342,34473,10,AUG,30,2016,day one said going build great wall southern border much stop illegal immigration watch wednesday,[]
HillaryClinton,time finally put access care mental health par physical health,False,2375,6706,2,AUG,30,2016,time finally put access care mental health par physical health,[]
HillaryClinton,choice november president real plans combat climate change one calls hoax,False,4236,10141,1,AUG,30,2016,choice november president real plans combat climate change one calls hoax,[]
HillaryClinton,clinton today released sweeping agenda address america mental health problem per,True,1148,2583,1,AUG,30,2016,clinton today released sweeping agenda address america mental health problem per,[]
realDonaldTrump,join thursday wilmington ohio noon tickets,False,5119,14366,0,AUG,30,2016,join thursday wilmington ohio noon tickets,[]
realDonaldTrump,join wednesday phoenix arizona pm tickets,False,4746,12933,0,AUG,30,2016,join wednesday phoenix arizona pm tickets,[]
HillaryClinton,hillary clinton proposes plan address mental health treatment,True,812,2100,23,AUG,29,2016,hillary clinton proposes plan address mental health treatment,[]
realDonaldTrump,,False,7882,20807,23,AUG,29,2016,,[]
HillaryClinton,donald trump make bangladesh china india indonesia vietnam mexico slovenia great,False,4479,8804,22,AUG,29,2016,donald trump make bangladesh china india indonesia vietnam mexico slovenia great,[]
realDonaldTrump,repeal replace horrible disaster known,False,10661,25394,22,AUG,29,2016,repeal replace horrible disaster known,[]
HillaryClinton,qumber parents came country american dream trump threat achieved,False,1262,3198,21,AUG,29,2016,qumber parents came country american dream trump threat achieved,[]
HillaryClinton,many americans living mental illness left face,False,2028,4448,20,AUG,29,2016,many americans living mental illness left face,[]
HillaryClinton,joe hillary went home scranton take behind scenes look visit,True,1726,4803,19,AUG,29,2016,joe hillary went home scranton take behind scenes look visit,[]
HillaryClinton,gt gt trump keeps lying crime america truth,True,816,1391,19,AUG,29,2016,gt gt trump keeps lying crime america truth,[]
HillaryClinton,trump talks enacting extreme policy ideas hurt americans vp pick actually done,False,4489,7029,18,AUG,29,2016,trump talks enacting extreme policy ideas hurt americans vp pick actually done,[]
realDonaldTrump,,False,16697,31283,18,AUG,29,2016,,[]
HillaryClinton,mi méxico world lost great singer songwriter human,True,381,991,16,AUG,29,2016,mi méxico world lost great singer songwriter human,[]
HillaryClinton,charity watch called one great humanitarian charities generation,False,3836,9243,16,AUG,29,2016,charity watch called one great humanitarian charities generation,[]
HillaryClinton,back new york senator fought political attacks access emergency contraception,True,793,1740,15,AUG,29,2016,back new york senator fought political attacks access emergency contraception,[]
HillaryClinton,dear donald make america great make things america,False,5461,11061,14,AUG,29,2016,dear donald make america great make things america,[]
realDonaldTrump,african americans seeing bad job hillary type policy management done inner cities want trump,False,9064,28368,13,AUG,29,2016,african americans seeing bad job hillary type policy management done inner cities want trump,[]
